promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
95120,285352,"Since 1980 the building has housed the Museum of Ethnography and History , tracing the town 's colonial and Malay past .","Seit 1980 beherbergt das Gebäude das Museum für Ethnographie und Geschichte , das die Koloniale und persische Vergangenheit der Stadt verfolgt .",70,91,100,,,,,"[70.0, 91.0, 100.0]","[0.012153263265596818, 0.8199866369811696, 1.0134899268248025]",87.0,0.6152099423571896
16528,49580,"I still don 't understand why , if he 's Mr. Brown , he rescued us . ""","Ich verstehe immer noch nicht , warum , wenn er Mr. Brown ist , er uns gerettet hat . """,70,100,95,,,,,"[70.0, 100.0, 95.0]","[0.012153263265596818, 1.1081731307655542, 0.8644933041899099]",88.33333333333331,0.661606566073687
117987,353949,"Hankinson , a native of Dallas , graduated cum laude with her doctorate in jurisprudence from Southern Methodist University School of Law .",Sie studierte an der Southern Methodist University School of Law und promovierte an der University of Southern Methodist .,50,40,70,,,,,"[50.0, 40.0, 70.0]","[-0.5328361208418863, -0.813070161130344, 0.11951019101544712]",53.33333333333334,-0.4087986969855944
22512,67532,""" Kentucky ... "" Oliveri stumbled in his repetition of the word .",... Weblinks offizielle Website ( Englisch ) ... Einzelnachweise ...,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
67623,202864,"Using the same technology we use in Slate 's reader-discussion forum , The Fray , Chatterbox will be updated whenever the fancy strikes , independent of Slate 's official daily posting schedule .","Mit der gleichen Technologie , die wir im Leser-Diskussionsforum verwenden , wird das Fray , das Plappermaul , immer wieder aktualisiert , wenn die ausgefallenen Streiks , unabhängig von der offiziellen täglichen Posten von Schiefer , aktualisiert werden .",25,45,50,,,,,"[25.0, 45.0, 50.0]","[-1.2140728509762402, -0.6529665534723526, -0.4764762995241231]",40.0,-0.7811719013242385
90607,271813,"A. C. Norman was rivaled in commissions by A. B. Hubback , whose work is reflected in the Malaysian Railway buildings and headquarters , located south on Jalan Sultan Hishamuddin .","Leben und Werk Norman Norman wurde in den Kommissionen von a. B. Hubback , dessen Arbeit sich in den Malaysischen Eisenbahn Gebäuden und-Hauptquartier widerspiegelt , im Süden auf der Jalan Sultan Hishamuddin der .",25,50,50,,,,,"[25.0, 50.0, 50.0]","[-1.2140728509762402, -0.49286294581436096, -0.4764762995241231]",41.66666666666666,-0.7278040321049081
5900,17698,"McCain : Medical Savings Accounts , etcetera .","Mccain : Medizinische Einsparungen , etc.",29,80,70,100.0,,,,"[80.0, 70.0, 100.0]","[0.46775870013358817, 0.11951019101544712, 0.5119494008427243]",83.33333333333333,0.36640609733058654
120674,362008,yeah what about uniform sentencing,"Ja , was ist mit der einheitlichen Verurteilung ?",100,90,100,,,,,"[100.0, 90.0, 100.0]","[0.8296373394268215, 0.7879659154495712, 1.0134899268248025]",96.66666666666669,0.8770310605670651
30332,90992,Mavens can discern between makers at a glance .,Experten kann zwischen den Machern auf einen Blick erkennen .,100,77,80,,,,,"[100.0, 77.0, 80.0]","[0.8296373394268215, 0.3716965355387933, 0.41750343628523223]",85.66666666666667,0.5396124370836156
106902,320696,"Urea is a commonly available chemical with approximately 11,760,000 tons of domestic annual production capacity .","Harnstoff ist eine allgemein verfügbare Chemikalie mit ca. 11,760,000 Tonnen Inländischer jährlicher Produktionskapazität .",91,100,100,,,,,"[91.0, 100.0, 100.0]","[0.584392116578454, 1.1081731307655542, 1.0134899268248025]",97.0,0.9020183913896036
110855,332553,"Then Tuppence 's voice shook a little "" there 's a boy , a friend of mine .","Dann hat penny ' s Stimme ein wenig geschüttelt , da ist ein junge , ein Freund von mir .",29,40,29,,,,,"[29.0, 40.0, 29.0]","[-1.1050749741547434, -0.813070161130344, -1.102262114590672]",32.666666666666664,-1.0068024166252532
129536,388588,I Want My FDA,Ich will meine fda .,100,80,69,100.0,40.0,78.0,,"[80.0, 69.0, 78.0]","[0.46775870013358817, 0.08971086648846861, 0.9118731421658575]",75.66666666666667,0.4897809029293048
89734,269194,"You son of a whore , whispered Adrin .","Du Sohn einer Hure , flüsterte adrin .",91,80,69,,,,,"[91.0, 80.0, 69.0]","[0.584392116578454, 0.46775870013358817, 0.08971086648846861]",80.0,0.38062056106683695
92451,277345,um-hum right yeah absolutely absolutely um you know some companies can 't can 't even afford any longer you know to carry the insurance they 're just dropping it you know they don 't have any choice it 's bankrupting them,"- ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja , ja . Ja , ja .",0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
99397,298183,in the community itself that spill over so to speak,Der Präsident . - das Wort hat Herr de la zu ; er spricht im Namen,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
69074,207217,There were potted plants .,Es gab Topf .,0,30,29,,,,,"[0.0, 30.0, 29.0]","[-1.895309581110594, -1.133277376446327, -1.102262114590672]",19.666666666666668,-1.3769496907158645
85959,257871,"Appendixes Appendix Objectives , Scope , and Methodolog 122 Appendix The Economic Model and Key Assumptions 127 Appendix Glossary 135 Appendix Bibliography 142 Appendix Related GAO Products 153",Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang Anhang,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
2278,6832,and um i find great disgust in them in their in their um their self-centeredness,Und ich finde einen großen Ekel in Ihnen in ihrem ähm .,11,40,40,,,,,"[11.0, 40.0, 40.0]","[-1.5955654198514784, -0.813070161130344, -0.7744695447939082]",30.33333333333333,-1.0610350419252434
81228,243678,Different .,Anders .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
103710,311122,No turning men into .,Es gibt keine sich .,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
49090,147266,It Gislebertus did this .,Er hat das getan .,29,15,20,,,,,"[29.0, 15.0, 20.0]","[-1.1050749741547434, -1.6135881994203016, -1.3704560353334785]",21.33333333333333,-1.3630397363028413
115266,345786,"Spread over three districts are the townships of Ringlet , Tanah Rata ( the main township ) , and Brinchang .","Lokalverwaltung die Gemeinde liegt in der Großgemeinde District ( "" Tanah "" ) in der Großgemeinde District ( . ) .",11,30,40,,,,,"[11.0, 30.0, 40.0]","[-1.5955654198514784, -1.133277376446327, -0.7744695447939082]",27.0,-1.1677707803639046
128310,384912,"In exchange for this drudgery , the Jocks occasionally deign to nod in their general direction .","Im Gegenzug für diese plackerei geruhen sich die Sportler gelegentlich dazu , in Ihre allgemeine Richtung zu nicken .",80,75,69,,,,,"[80.0, 75.0, 69.0]","[0.28464795531933834, 0.30765509247559664, 0.08971086648846861]",74.66666666666667,0.2273379714278012
35272,105812,It also features a large nudist enclave ( Port Nature ) .,Es verfügt auch über eine große FKK-Enklave ( Hafen Natur ) .,90,100,100,,,,,"[90.0, 100.0, 100.0]","[0.55714264737308, 1.1081731307655542, 1.0134899268248025]",96.66666666666669,0.8929352349878122
8731,26189,"The second argument against counting psychic harm is that once you start counting it , people train themselves to start feeling it .","Das zweite Argument gegen das zählen von psychischen Schäden ist , dass man , wenn man anfängt , es zu zählen , sich selbst ausbildet , um es zu spüren .",90,70,69,,,,,"[90.0, 70.0, 69.0]","[0.55714264737308, 0.14755148481760513, 0.08971086648846861]",76.33333333333333,0.26480166622638457
105803,317399,yeah well some people get lucky and i guess if you 're persistent enough sometimes it works out,Ja gut manche Leute haben Glück und ich schätze wenn du hartnäckig genug bist manchmal klappt es ja auch,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
28341,85019,"And , in this case , there is terribly little evidence .",Und in diesem Fall gibt es schrecklich wenig Beweise .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
69972,209911,An ' mustangers ain 't above throwin ' a sticky loop when they see a hoss worth it .,"Ein ' Mustangers ain ' t oben wirft ' ne klebrige Schleife auf , wenn sie einen hoss wert sehen .",11,30,50,90.0,9.0,,,"[11.0, 30.0, 9.0]","[-1.5955654198514784, -1.133277376446327, -1.4376802759657643]",16.666666666666668,-1.3888410240878566
7297,21887,"Hungerford stated that the goal of the conference was not to achieve unanimity regarding the recommendations , but to have significant and general agreement .","Ford ( s ) , Berichterstatter . - ( en ) Herr Präsident , meine Damen und Herren Abgeordneten , ich möchte dem Berichterstatter für seine Antwort danken .",0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
84916,254742,"What 's more , it 's cheap .","Was noch mehr ist , es ist billig .",100,80,90,,,,,"[100.0, 80.0, 90.0]","[0.8296373394268215, 0.46775870013358817, 0.7154966815550173]",90.0,0.6709642403718089
86472,259410,A long gash on San 'doro 's chest dripped blood .,Eine lange Wunde auf der Brust von San ' Doro hat Blut getropft .,100,90,90,,,,,"[100.0, 90.0, 90.0]","[0.8296373394268215, 0.7879659154495712, 0.7154966815550173]",93.33333333333331,0.7776999788104699
38741,116219,"Fortunately , the noble silhouette of the Abbaye aux Hommes has survived ( best seen from the Place Louis-Guillouard ) .",Zum Glück hat die edle Silhouette der abbaye aux hommes überlebt ( am besten vom Ort Louis-Guillouard gesehen ) .,91,90,69,,,,,"[91.0, 90.0, 69.0]","[0.584392116578454, 0.7879659154495712, 0.08971086648846861]",83.33333333333333,0.48735629950549797
81556,244662,yeah whether he 's guilty or not yeah that 's true,Ja ob er schuldig ist oder nicht ja das ist wahr,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
10716,32144,Any modern presidential affair would need to meet stringent demands .,Jede moderne Präsident-Affäre müsste strenge Anforderungen erfüllen .,100,91,95,,,,,"[100.0, 91.0, 95.0]","[0.8296373394268215, 0.8199866369811696, 0.8644933041899099]",95.33333333333331,0.8380390935326337
119240,357706,yeah that 's that 's that 's something that should be brought up with these people,"Ja , das ist das , was man mit diesen Leuten machen sollte .",0,70,90,100.0,,,,"[70.0, 90.0, 100.0]","[0.14755148481760513, 0.7154966815550173, 0.5119494008427243]",86.66666666666669,0.4583325224051156
71160,213475,yeah they really uh uh they found out that all the guys that were backing up uh McMahon when they got to be the first guys weren 't all that good after all,"Ja , die haben wirklich herausgefunden , dass all die Jungs , die uh Mcmahon unterstützt haben , als sie die ersten waren , die nicht so gut waren , nach allem , was sie waren .",20,50,50,,,,,"[20.0, 50.0, 50.0]","[-1.350320197003111, -0.49286294581436096, -0.4764762995241231]",40.0,-0.7732198141138651
38019,114053,Nor is it possible for a newspaper writer now to be as blunt as Royko was .,"Es ist auch nicht möglich , dass ein Zeitung jetzt so offen ist , wie royko es war .",40,50,40,,,,,"[40.0, 50.0, 40.0]","[-0.8053308128956278, -0.49286294581436096, -0.7744695447939082]",43.33333333333334,-0.6908877678346323
127580,382722,"Begin with a stroll or bicycle ride on the tree-shaded pathway atop the brick 16th 17th century ramparts , along the Passeggiata delle Mura , for a good overall view of the town 's traffic-free centro storico contained within the walls .","Beginnen Sie mit einem Spaziergang oder einer Radtour auf dem Schattigen Pfad auf der Brick des 16 Jahrhunderts , entlang der passeggiata delle mura , für einen guten Blick auf das Verkehr centro storico , das in der Nähe der Stadt liegt . Die Wände .",50,40,40,,,,,"[50.0, 40.0, 40.0]","[-0.5328361208418863, -0.813070161130344, -0.7744695447939082]",43.33333333333334,-0.7067919422553794
35422,106262,"Davis , ironically , has accepted a history appointment 3,000 miles away--at Long Island 's State University of New York at Stony Brook .","Davis hat ironischerweise einen Geschichts Termin 3,000 km entfernt -- an der State University of New York in Stony Brook angenommen .",55,69,69,,,,,"[55.0, 69.0, 69.0]","[-0.3965887748150155, 0.11553076328600681, 0.08971086648846861]",64.33333333333333,-0.06378238168018002
130125,390353,Because for the last two months I 've been making a sentimental idiot of myself over Jane !,Weil ich in den letzten zwei Monaten einen sentimentalen Idioten von mir wegen Jane gemacht habe !,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
61557,184667,"( He quotes himself in his books , the sure sign of a towering ego . )","( er zitiert sich in seinen Büchern , das sichere Zeichen eines überragenden Egos . )",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
49488,148460,during every commercial get up off the couch,Bei jedem Werbespot aufstehen von der Couch,69,100,70,69.0,,,,"[69.0, 70.0, 69.0]","[-0.015096205939777337, 0.11951019101544712, -0.967078147216571]",69.33333333333333,-0.2875547207136337
115327,345969,particular national We are simultaneously subject to every other national jurisdiction .,"Wir sind der Ansicht , daß die Kommission in der Lage sein wird , eine Reihe von Maßnahmen zu",0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
71309,213922,"Washington , D.C. : Brookings Institution Press , 1987 .",Literatur weblinks einzelnachweise,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
96530,289582,um-hum um-hum that was cheap entertainment wasn 't it yeah,"Das war ' ne billige Unterhaltung , nicht wahr ?",90,70,100,,,,,"[90.0, 70.0, 100.0]","[0.55714264737308, 0.14755148481760513, 1.0134899268248025]",86.66666666666669,0.5727280196718292
90830,272482,0 toes curled .,0 Zehen ivie .,11,20,29,,,,,"[11.0, 20.0, 29.0]","[-1.5955654198514784, -1.45348459176231, -1.102262114590672]",20.0,-1.38377070873482
62786,188353,um that 's probably true well,"Ähm , das ist wohl richtig gut .",45,65,70,,,,,"[45.0, 65.0, 70.0]","[-0.6690834668687571, -0.012552122840386405, 0.11951019101544712]",60.0,-0.1873751328978988
92575,277717,That sure is off th ' trail th ' kid was supposed to be followin ' .,"Das ist sicher , dass der Junge auf dem Weg ist , der ihm folgen sollte .",48,30,29,,,,,"[48.0, 30.0, 29.0]","[-0.5873350592526346, -1.133277376446327, -1.102262114590672]",35.666666666666664,-0.9409581834298779
50067,150197,no no not these these are these are all purebred,Nein nein nicht das sind die sind alles reinrassige,50,90,100,90.0,,,,"[90.0, 100.0, 90.0]","[0.7879659154495712, 1.0134899268248025, 0.03484374017843548]",93.33333333333331,0.612099860817603
72356,217063,besides that uh-huh yeah uh-huh,"Abgesehen davon , uh-Huh-ja , äh-huh .",69,80,100,100.0,70.0,,,"[69.0, 80.0, 70.0]","[-0.015096205939777337, 0.46775870013358817, 1.03142138419612]",73.0,0.494694626129977
121204,363596,"As recognized by the President 's National Energy Plan ( NEP ) , one of the principal energy challenges facing us is increasing our energy supplies in ways that protect and improve the environment .","Wie durch den nationalen Energie des Präsidenten anerkannt wird , ist eine der wichtigsten Herausforderungen , vor denen wir stehen , unsere Energieversorgung auf eine Weise zu erhöhen , die die Umwelt schützt und verbessert .",70,85,90,,,,,"[70.0, 85.0, 90.0]","[0.012153263265596818, 0.6278623077915797, 0.7154966815550173]",81.66666666666667,0.451837417537398
55257,165767,"Yes , said Tuppence triumphantly .","Ja , sagte zwei Pence Triumphierend .",30,30,29,,,,,"[30.0, 30.0, 29.0]","[-1.0778255049493695, -1.133277376446327, -1.102262114590672]",29.66666666666667,-1.1044549986621226
75089,225262,"Topham was playing with the three books , setting them up , putting them flat again .","Ham spielte Mit den drei Büchern , stellte sie auf und stellte sie wieder flach .",50,60,29,100.0,56.0,,,"[50.0, 60.0, 56.0]","[-0.5328361208418863, -0.17265573049837793, 0.46474231465076943]",55.33333333333334,-0.0802498455631649
105812,317426,um-hum until the garbage all rotted or something,"Ähm , bis der Müll verfault ist oder so .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
24048,72140,"EPA officials said the agency recognized that this varying level of service was being provided to many of the same customers , and therefore was in the process of improving the quality and consistency of their electronic dockets .","Die Epa-Beamten sagten , dass die Agentur erkannte , dass dieses unterschiedliche Niveau der Dienstleistung vielen der gleichen Kunden zur Verfügung gestellt wurde , und war daher dabei , die Qualität und Konsistenz ihrer elektronischen eintreten zu verbessern .",90,90,69,,,,,"[90.0, 90.0, 69.0]","[0.55714264737308, 0.7879659154495712, 0.08971086648846861]",83.0,0.4782731431037066
4877,14629,Tuppence bent lower still .,"Zwei Penny , die noch tiefer sind .",5,30,29,,,,,"[5.0, 30.0, 29.0]","[-1.7590622350837233, -1.133277376446327, -1.102262114590672]",21.33333333333333,-1.3315339087069074
33166,99494,"By the beginning of the 18th century , life in the city of Edinburgh ( today 's Old Town ) was overcrowded and unsanitary .",Zu Beginn des 18 Jahrhunderts war das Leben in der Stadt Edinburgh ( heutige Altstadt ) überfüllt und unhygienisch .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
60580,181736,"Unlike most strips , his was about adults , albeit adults depicted as children .","Im Gegensatz zu den meisten Streifen handelte es sich um Erwachsene , wenn auch Erwachsene , die als Kinder dargestellt wurden .",90,33,30,100.0,64.0,57.0,,"[33.0, 30.0, 57.0]","[-1.037215211851532, -1.0724627900636934, -0.18880717574564126]",40.0,-0.7661617258869556
54718,164150,""" Sure thing .",""" sichere Sache .",100,70,50,90.0,69.0,,,"[70.0, 90.0, 69.0]","[0.14755148481760513, 0.03484374017843548, 0.9909443078000235]",76.33333333333333,0.391113177598688
47123,141365,"Say , Tuppence , he began , "" will you do me a good turn ?","Sag : Tuppence , er sagte : "" wollt ihr mir eine Gute Wendung geben ?",50,30,30,,,,,"[50.0, 30.0, 30.0]","[-0.5328361208418863, -1.133277376446327, -1.0724627900636934]",36.66666666666666,-0.9128587624506356
95833,287491,you won 't oh yeah,Du hast es nicht getan .,11,10,29,,,,,"[11.0, 10.0, 29.0]","[-1.5955654198514784, -1.7736918070782932, -1.102262114590672]",16.666666666666668,-1.4905064471734812
79317,237945,um-hum um-hum yeah some sort of educational process i 'm not quite sure what,"Ich bin mir nicht ganz sicher , was das ist .",11,15,20,,,,,"[11.0, 15.0, 20.0]","[-1.5955654198514784, -1.6135881994203016, -1.3704560353334785]",15.333333333333336,-1.5265365515350862
113877,341619,Chang ...,Nein .,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
83038,249108,um-hum yep that 'd be neat sure would,"Ich bin sicher , dass es so wäre , wenn ich es wäre .",5,0,0,,,,,"[5.0, 0.0, 0.0]","[-1.7590622350837233, -2.093899022394276, -1.9664425258730487]",1.6666666666666667,-1.939801261117016
112655,337953,No rest found Ca 'daan .,Keine Ruhe gefunden ca ' daan .,91,75,50,100.0,,,,"[91.0, 75.0, 100.0]","[0.584392116578454, 0.30765509247559664, 0.5119494008427243]",88.66666666666669,0.4679988699655917
92032,276088,uh i haven 't been to any Toronto games yet but um,"Ich war noch nie bei den Toronto-Spielen , aber ähm , ich war noch nicht in Toronto .",50,50,29,,,,,"[50.0, 50.0, 29.0]","[-0.5328361208418863, -0.49286294581436096, -1.102262114590672]",43.0,-0.7093203937489729
33087,99257,The SEC has submitted to our Office a cost-benefit analysis of the final rule .,Die sec hat unserem Büro eine Kosten-Nutzen-Analyse der endgültigen Regel vorgelegt .,91,69,69,,,,,"[91.0, 69.0, 69.0]","[0.584392116578454, 0.11553076328600681, 0.08971086648846861]",76.33333333333333,0.2632112487843098
66518,199549,"Clinton 's Whitewater and assorted other troubles , having been more thoroughly aired in his first term , may have run their course .","Clintons Wildwasser und verschiedene andere Probleme , die in seiner ersten Amtszeit Gründlicher ausgestrahlt wurden , könnten ihren Kurs verlaufen haben .",51,70,90,100.0,34.0,52.0,,"[51.0, 34.0, 52.0]","[-0.5055866516365122, -0.4257533660633528, -0.4508739181055219]",45.66666666666666,-0.4607379786017956
73828,221479,Eligible to vote except by proxy .,Die Abstimmung findet in der Abstimmungsstunde statt .,0,40,50,80.0,0.0,25.0,,"[40.0, 50.0, 25.0]","[-0.813070161130344, -0.4764762995241231, -1.8660343268488775]",38.333333333333336,-1.0518602625011149
114738,344202,"While Podhoretz may be correct in his opinion of Al Sharpton , his comments regarding Sharpton and Jesse Jackson possess a thinly disguised undertone of As he castigates white liberals for assuming that Negroes could do no wrong , his discussion of Sharpton 's actions seem to say , Well , what can you expect ?","Obwohl podhoretz in seiner Meinung von al Sharpton korrekt sein mag , haben seine Kommentare zu sharpton und Jesse Jackson einen kaum verkleidet Unterton , als er die weißen Liberalen für angenommen hat , dass neger nichts falsch machen könnten , seine Diskussion über die Handlungen von Sharpton scheint zu sagen : Nun , was kannst du erwarten ?",55,50,50,,,,,"[55.0, 50.0, 50.0]","[-0.3965887748150155, -0.49286294581436096, -0.4764762995241231]",51.66666666666666,-0.4553093400511665
349,1045,Good . ' Natalia glared .,Gut . Natalia Angestarrt .,90,55,69,50.0,,,,"[55.0, 69.0, 50.0]","[-0.33275933815636943, 0.08971086648846861, -1.87357890247872]",58.0,-0.7055424580488735
69198,207589,What are analysts doing with financial statements ?,Was machen Analysten mit Finanz Erklärungen ?,95,69,69,,,,,"[95.0, 69.0, 69.0]","[0.6933899933999507, 0.11553076328600681, 0.08971086648846861]",77.66666666666667,0.2995438743914754
14707,44117,"Ten weeks after OPP launched LRI , site activity reports showed that users had viewed approximately 15,500 pages .","Zehn Wochen nach dem Start von Lri haben die Website gezeigt , dass die Benutzer etwa 15,500 Seiten gesehen haben .",70,42,45,,,,,"[70.0, 42.0, 45.0]","[0.012153263265596818, -0.7490287180671474, -0.6254729221590156]",52.33333333333334,-0.4541161256535221
110028,330072,Public footpaths link the gardens with Dodd Woods and the peak of Skiddaw behind .,Öffentliche Wanderwege verbinden die Gärten mit Dodd Woods und dem Gipfel von lit hinter sich .,50,75,69,,,,,"[50.0, 75.0, 69.0]","[-0.5328361208418863, 0.30765509247559664, 0.08971086648846861]",64.66666666666667,-0.04515672062594034
117645,352923,Tommy 's heart beat a little faster .,Tommys Herz schlug ein bisschen schneller .,100,100,0,100.0,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 0.5119494008427243]",100.0,0.8165866236783668
53551,160649,You 're sure ?,Bist du dir sicher ?,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
107323,321959,yadda yadda make it formally into one dictionary before obviating the need for dictionaries at all .,"Bla , bla , bla , bla , bla , bla , bla , bla , bla , bla , bla , bla ,",0,2,0,,,,,"[0.0, 2.0, 0.0]","[-1.895309581110594, -2.02985757933108, -1.9664425258730487]",0.6666666666666666,-1.9638698954382408
74159,222472,"Kedah was a northern state with 4,000 inhabitants .","Kedah war ein nördlicher Staat mit 4,000 Einwohnern .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
76523,229564,Their tails stick up when they 're strung .,"Ihre Schwänze stehen auf , wenn sie nervös sind .",100,91,80,,,,,"[100.0, 91.0, 80.0]","[0.8296373394268215, 0.8199866369811696, 0.41750343628523223]",90.33333333333331,0.6890424708977411
73306,219913,"Presently , no one has any issues with busing .",Derzeit hat niemand Probleme mit n.,40,30,30,,,,,"[40.0, 30.0, 30.0]","[-0.8053308128956278, -1.133277376446327, -1.0724627900636934]",33.333333333333336,-1.0036903264685495
79228,237678,The peninsula is covered in lollipops the size of trees .,"Die Halbinsel ist mit Lutscher bedeckt , die Größe der Bäume .",100,60,50,90.0,72.0,,,"[60.0, 50.0, 72.0]","[-0.17265573049837793, -0.4764762995241231, 1.1123755369883128]",60.66666666666666,0.15441450232193726
115838,347502,I then launched Xwindows to start hacking .,"Dann habe ich window gestartet , um zu hacken .",69,50,50,,,,,"[69.0, 50.0, 50.0]","[-0.015096205939777337, -0.49286294581436096, -0.4764762995241231]",56.33333333333334,-0.3281451504260871
47349,142043,Tommy had written a comprehensive campaign plan .,Tommy hatte einen umfassenden Kampagnen Plan geschrieben .,100,100,69,100.0,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 0.5119494008427243]",100.0,0.8165866236783668
30011,90029,"The tests performed were inconclusive , it seemed .","Die Tests waren nicht schlüssig , so schien es .",100,85,100,,,,,"[100.0, 85.0, 100.0]","[0.8296373394268215, 0.6278623077915797, 1.0134899268248025]",95.0,0.8236631913477345
84952,254850,Adrin was thrilled .,Adrin war begeistert .,100,85,100,,,,,"[100.0, 85.0, 100.0]","[0.8296373394268215, 0.6278623077915797, 1.0134899268248025]",95.0,0.8236631913477345
11050,33146,Slate writer Mickey Kaus does not acknowledge their presence .,Der Schiefer Autor Mickey Fe erkennt ihre Anwesenheit nicht an .,50,45,30,,,,,"[50.0, 45.0, 30.0]","[-0.5328361208418863, -0.6529665534723526, -1.0724627900636934]",41.66666666666666,-0.7527551547926441
70800,212395,It is about an eight or nine hour drive .,Es geht um eine-oder-Stunden-Fahrt .,25,30,29,,,,,"[25.0, 30.0, 29.0]","[-1.2140728509762402, -1.133277376446327, -1.102262114590672]",28.0,-1.1498707806710795
13461,40379,Ser Perth escorted Nema and Dave out through a side door .,Ser Perth begleitet nema und Dave durch eine Seite .,29,35,29,,,,,"[29.0, 35.0, 29.0]","[-1.1050749741547434, -0.9731737687883356, -1.102262114590672]",31.0,-1.0601702858445836
83501,250497,Only couples are allowed at the beachfront resort .,Nur Paare sind am Strand am Strand erlaubt .,29,50,29,,,,,"[29.0, 50.0, 29.0]","[-1.1050749741547434, -0.49286294581436096, -1.102262114590672]",36.0,-0.900066678186592
54527,163577,There is no more tape to be found anywhere .,"Es gibt kein Band mehr , das man finden kann .",90,70,100,,,,,"[90.0, 70.0, 100.0]","[0.55714264737308, 0.14755148481760513, 1.0134899268248025]",86.66666666666669,0.5727280196718292
103542,310618,two week sun exposure and a 2 day skin treatment .,Zwei Wochen sun Exposition und eine 2-Tage-Haut Behandlung .,69,50,29,95.0,30.0,53.0,,"[69.0, 50.0, 53.0]","[-0.015096205939777337, -0.49286294581436096, -0.39846056963354576]",57.33333333333334,-0.3021399071292281
58466,175394,"The design , along with the workmanship , was not up to par .","Das Design , zusammen mit der Verarbeitung , war nicht bis zum par .",90,50,50,100.0,29.0,,,"[50.0, 50.0, 29.0]","[-0.49286294581436096, -0.4764762995241231, -0.6281387480438351]",43.0,-0.5324926644607729
3354,10060,Do you do anything regularly ?,Machst du regelmäßig irgendwas ?,100,91,100,,,,,"[100.0, 91.0, 100.0]","[0.8296373394268215, 0.8199866369811696, 1.0134899268248025]",97.0,0.8877046344109312
48989,146963,The league is okay with fans joining together .,"Die Liga ist in Ordnung mit Fans , die miteinander verbinden .",65,55,50,,,,,"[65.0, 55.0, 50.0]","[-0.12409408276127395, -0.33275933815636943, -0.4764762995241231]",56.66666666666666,-0.3111099068139222
